,Path,File_Name,Title,Year,Rating,Resolution,Aspect_Ratio,Detailed_Aspect_Ratio,File Size,Run_Time(Minutes)
129,//nubian/archives/movies/movies/Action & Adventure/16 Blocks (2006) [PG-13].m4v,16 Blocks (2006) [PG-13].m4v,16 Blocks,2006,PG-13,500x200,2.5,480.0x208.0,404,100.69640833333332
130,"//nubian/archives/movies/movies/Action & Adventure/Mummy, The (1999) [PG-13].m4v","Mummy, The (1999) [PG-13].m4v","Mummy, The",1999,PG-13,700x400,1.75,706.0x366.0,1291,124.86807648148148
131,"//nubian/archives/movies/movies/Action & Adventure/House With A Clock In Its Wall, The (2018) [PG].m4v","House With A Clock In Its Wall, The (2018) [PG].m4v","House With A Clock In Its Wall, The",2018,PG,700x400,1.75,712.0x356.0,428,105.0632912962963
132,//nubian/archives/movies/movies/Action & Adventure/Justice League [PG-13].mp4,Justice League [PG-13].mp4,Justice League,,PG-13,700x500,1.4,720.0x480.0,900,120.04144925925925
133,//nubian/archives/movies/movies/Action & Adventure/Ghost In The Shell (2017) [PG-13].m4v,Ghost In The Shell (2017) [PG-13].m4v,Ghost In The Shell,2017,PG-13,700x500,1.4,720.0x480.0,564,106.91027555555556
134,"//nubian/archives/movies/movies/Action & Adventure/Maze Runner, The [PG-13].m4v","Maze Runner, The [PG-13].m4v","Maze Runner, The",,PG-13,700x400,1.75,720.0x356.0,578,113.4935188888889
135,//nubian/archives/movies/movies/Action & Adventure/James Bond 18 Tomorrow Never Dies [PG-13].mp4,James Bond 18 Tomorrow Never Dies [PG-13].mp4,James Bond 18 Tomorrow Never Dies,,PG-13,500x200,2.5,480.0x208.0,546,118.60856527777777
136,//nubian/archives/movies/movies/Action & Adventure/Crouching Tiger Hidden Dragon (2000) [PG-13].m4v,Crouching Tiger Hidden Dragon (2000) [PG-13].m4v,Crouching Tiger Hidden Dragon,2000,PG-13,700x400,1.75,720.0x366.0,642,120.25319148148148
137,//nubian/archives/movies/movies/Action & Adventure/Prey (2022) [R].m4v,Prey (2022) [R].m4v,Prey,2022,R,1900x800,2.375,1920.0x804.0,2580,99.59949962962963
138,//nubian/archives/movies/movies/Action & Adventure/Xmen First Class [PG-13].m4v,Xmen First Class [PG-13].m4v,Xmen First Class,,PG-13,700x400,1.75,720.0x368.0,738,131.73503074074074
139,//nubian/archives/movies/movies/Action & Adventure/Warcraft [PG-13].m4v,Warcraft [PG-13].m4v,Warcraft,,PG-13,700x400,1.75,720.0x352.0,953,123.13259277777779
140,//nubian/archives/movies/movies/Action & Adventure/Robin Hood The Rebellion (2018).m4v,Robin Hood The Rebellion (2018).m4v,Robin Hood The Rebellion,2018,,700x400,1.75,720.0x356.0,655,92.16151388888889
141,//nubian/archives/movies/movies/Action & Adventure/War For Planet Of The Apes [PG-13].m4v,War For Planet Of The Apes [PG-13].m4v,War For Planet Of The Apes,,PG-13,700x400,1.75,720.0x360.0,643,140.13860944444443
142,//nubian/archives/movies/movies/Action & Adventure/Bumblebee (2018) [PG-13].m4v,Bumblebee (2018) [PG-13].m4v,Bumblebee,2018,PG-13,700x500,1.4,720.0x480.0,830,113.91018518518518
143,//nubian/archives/movies/movies/Action & Adventure/S.W.A.T. [PG-13].mp4,S.W.A.T. [PG-13].mp4,S.W.A.T.,,PG-13,600x300,2.0,640.0x272.0,1394,117.17122048611112
144,"//nubian/archives/movies/movies/Action & Adventure/Terminator, The (1984) [Edited].m4v","Terminator, The (1984) [Edited].m4v","Terminator, The",1984,Edited,1900x1000,1.9,1920.0x1040.0,4151,104.89861111111112
145,//nubian/archives/movies/movies/Action & Adventure/Zorro 1 The Mask of [PG-13].m4v,Zorro 1 The Mask of [PG-13].m4v,Zorro 1 The Mask of,,PG-13,1900x800,2.375,1920.0x800.0,4489,137.63749962962962
146,//nubian/archives/movies/movies/Action & Adventure/Payback [CF].m4v,Payback [CF].m4v,Payback,,CF,700x400,1.75,708.0x368.0,475,92.32612277777778
147,"//nubian/archives/movies/movies/Action & Adventure/Force Awakens, The [PG-13].m4v","Force Awakens, The [PG-13].m4v","Force Awakens, The",,PG-13,700x400,1.75,720.0x360.0,853,138.0830838888889
148,//nubian/archives/movies/movies/Action & Adventure/Knights Of The Zodiac (2023) [PG-13].m4v,Knights Of The Zodiac (2023) [PG-13].m4v,Knights Of The Zodiac,2023,PG-13,700x400,1.75,720.0x428.0,1101,112.21209962962962
149,"//nubian/archives/movies/movies/Action & Adventure/Jackal, The [CF].m4v","Jackal, The [CF].m4v","Jackal, The",,CF,700x400,1.75,718.0x364.0,781,120.847115
150,//nubian/archives/movies/movies/Action & Adventure/Guardians Of The Galaxy Vol. 3 (2023) [PG-13].m4v,Guardians Of The Galaxy Vol. 3 (2023) [PG-13].m4v,Guardians Of The Galaxy Vol. 3,2023,PG-13,1900x800,2.375,1920.0x804.0,4529,150.03877740740742
151,//nubian/archives/movies/movies/Action & Adventure/Ant-Man (2015) [PG-13].m4v,Ant-Man (2015) [PG-13].m4v,Ant-Man,2015,PG-13,700x500,1.4,720.0x472.0,794,117.10101166666666
152,//nubian/archives/movies/movies/Action & Adventure/Wonder Woman [PG-13].m4v,Wonder Woman [PG-13].m4v,Wonder Woman,,PG-13,700x400,1.75,720.0x360.0,803,141.27377148148148
153,"//nubian/archives/movies/movies/Action & Adventure/Beast, The (1988) [R].m4v","Beast, The (1988) [R].m4v","Beast, The",1988,R,700x500,1.4,720.0x480.0,1447,109.81873648148148
154,//nubian/archives/movies/movies/Action & Adventure/Stalag 17 [PG].m4v,Stalag 17 [PG].m4v,Stalag 17,,PG,600x500,1.2,640.0x480.0,1636,120.06105222222223
155,//nubian/archives/movies/movies/Action & Adventure/X Men Days Of Future Past [PG-13].m4v,X Men Days Of Future Past [PG-13].m4v,X Men Days Of Future Past,,PG-13,700x400,1.75,720.0x360.0,754,131.59062574074076
156,//nubian/archives/movies/movies/Action & Adventure/DOA Dead or Alive (2006) [PG-13].m4v,DOA Dead or Alive (2006) [PG-13].m4v,DOA Dead or Alive,2006,PG-13,600x500,1.2,640.0x480.0,693,86.0988888888889
157,//nubian/archives/movies/movies/Action & Adventure/Maze Runner Scorchtrials [PG-13].m4v,Maze Runner Scorchtrials [PG-13].m4v,Maze Runner Scorchtrials,,PG-13,700x400,1.75,720.0x360.0,731,131.72395333333333
158,//nubian/archives/movies/movies/Action & Adventure/Fast & Furious 6 [PG-13].m4v,Fast & Furious 6 [PG-13].m4v,Fast & Furious 6,,PG-13,700x400,1.75,720.0x364.0,774,130.28098314814812
159,//nubian/archives/movies/movies/Action & Adventure/Enemy at the Gates (2001) [Edited].m4v,Enemy at the Gates (2001) [Edited].m4v,Enemy at the Gates,2001,Edited,1900x800,2.375,1920.0x818.0,3357,128.73472222222222
160,//nubian/archives/movies/movies/Action & Adventure/Honest Thief (2020) [PG-13].m4v,Honest Thief (2020) [PG-13].m4v,Honest Thief,2020,PG-13,1900x800,2.375,1920.0x804.0,2004,99.42988574074072
161,"//nubian/archives/movies/movies/Action & Adventure/Hunt For Red October, The (1990) [PG].m4v","Hunt For Red October, The (1990) [PG].m4v","Hunt For Red October, The",1990,PG,700x400,1.75,720.0x368.0,1035,135.11456277777776
162,//nubian/archives/movies/movies/Action & Adventure/Ghost in The Shell [R] .avi,Ghost in The Shell [R] .avi,Ghost in The Shell,,R,700x300,2.3333333333333335,720.0x320.0,393,82.81619966666668
163,//nubian/archives/movies/movies/Action & Adventure/Iron Man 3 (2013) [PG-13].m4v,Iron Man 3 (2013) [PG-13].m4v,Iron Man 3,2013,PG-13,1900x800,2.375,1920.0x800.0,2930,130.54777814814813
164,//nubian/archives/movies/movies/Action & Adventure/Taken 2 [PG-13].m4v,Taken 2 [PG-13].m4v,Taken 2,,PG-13,700x400,1.75,720.0x364.0,642,92.11758092592594
165,"//nubian/archives/movies/movies/Action & Adventure/Hunger Games, The -  Mockingjay Part 2.m4v","Hunger Games, The -  Mockingjay Part 2.m4v","Hunger Games, The -  Mockingjay Part 2",,,700x400,1.75,720.0x360.0,1039,136.97072259259258
166,//nubian/archives/movies/movies/Action & Adventure/Rambo Last Blood (2019) [R].m4v,Rambo Last Blood (2019) [R].m4v,Rambo Last Blood,2019,R,700x400,1.75,720.0x360.0,737,89.47341148148148
167,//nubian/archives/movies/movies/Action & Adventure/Shazam! Fury Of The Gods (2003) [PG-13].m4v,Shazam! Fury Of The Gods (2003) [PG-13].m4v,Shazam! Fury Of The Gods,2003,PG-13,1900x800,2.375,1920.0x804.0,3636,130.2579051851852
168,//nubian/archives/movies/movies/Action & Adventure/Supercop (1992) [Edited].m4v,Supercop (1992) [Edited].m4v,Supercop,1992,Edited,1900x1100,1.7272727272727273,1920.0x1080.0,4481,90.68958333333333
169,//nubian/archives/movies/movies/Action & Adventure/Iron Man (2008) [PG-13].mp4,Iron Man (2008) [PG-13].mp4,Iron Man,2008,PG-13,600x300,2.0,640.0x272.0,1494,125.55390034722222
170,//nubian/archives/movies/movies/Action & Adventure/Timecop [CF].m4v,Timecop [CF].m4v,Timecop,,CF,700x500,1.4,714.0x480.0,670,93.19365592592592
171,//nubian/archives/movies/movies/Action & Adventure/V For Vendetta [CF].m4v,V For Vendetta [CF].m4v,V For Vendetta,,CF,700x400,1.75,710.0x356.0,531,126.24333944444444
172,//nubian/archives/movies/movies/Action & Adventure/Sahara [PG-13].m4v,Sahara [PG-13].m4v,Sahara,,PG-13,700x500,1.4,720.0x480.0,1082,124.0065212962963
173,//nubian/archives/movies/movies/Action & Adventure/Tremors 3 Back to Perfection (2001) [PG].m4v,Tremors 3 Back to Perfection (2001) [PG].m4v,Tremors 3 Back to Perfection,2001,PG,700x500,1.4,720.0x460.0,1046,103.5986337037037
174,//nubian/archives/movies/movies/Action & Adventure/300 (2006) [CF].m4v,300 (2006) [CF].m4v,300,2006,CF,700x400,1.75,720.0x362.0,804,107.01079277777778
175,//nubian/archives/movies/movies/Action & Adventure/Fantastic Four (2005) [PG-13].m4v,Fantastic Four (2005) [PG-13].m4v,Fantastic Four,2005,PG-13,500x300,1.6666666666666667,512.0x288.0,1224,105.92415166666666
176,//nubian/archives/movies/movies/Action & Adventure/Percy Jackson Sea Of Monsters (2013) [PG].mp4,Percy Jackson Sea Of Monsters (2013) [PG].mp4,Percy Jackson Sea Of Monsters,2013,PG,700x400,1.75,720.0x366.0,658,106.14020074074072
177,"//nubian/archives/movies/movies/Action & Adventure/15 17 To Paris, The [PG-13].m4v","15 17 To Paris, The [PG-13].m4v","15 17 To Paris, The",,PG-13,700x400,1.75,720.0x364.0,631,93.86807962962963
178,"//nubian/archives/movies/movies/Action & Adventure/Mummy, The (2017) [PG-13].m4v","Mummy, The (2017) [PG-13].m4v","Mummy, The",2017,PG-13,700x400,1.75,720.0x354.0,555,110.10569
179,//nubian/archives/movies/movies/Action & Adventure/Reign Of Fire [PG-13].m4v,Reign Of Fire [PG-13].m4v,Reign Of Fire,,PG-13,700x400,1.75,716.0x364.0,589,101.9476788888889
180,//nubian/archives/movies/movies/Action & Adventure/Mission Impossible 2 (2000) [PG-13].m4v,Mission Impossible 2 (2000) [PG-13].m4v,Mission Impossible 2,2000,PG-13,1900x800,2.375,1912.0x794.0,6192,123.59013296296297
181,"//nubian/archives/movies/movies/Action & Adventure/Art Of War 2 - Betrayal, The (2008) [CF].m4v","Art Of War 2 - Betrayal, The (2008) [CF].m4v","Art Of War 2 - Betrayal, The",2008,CF,700x400,1.75,720.0x362.0,537,99.28140444444445
182,//nubian/archives/movies/movies/Action & Adventure/Butch Cassidy and the Sundance Kid (1969) [PG].m4v,Butch Cassidy and the Sundance Kid (1969) [PG].m4v,Butch Cassidy and the Sundance Kid,1969,PG,500x300,1.6666666666666667,544.0x272.0,962,110.46778444444445
183,//nubian/archives/movies/movies/Action & Adventure/Black Adam (2022) [PG-13].m4v,Black Adam (2022) [PG-13].m4v,Black Adam,2022,PG-13,1900x800,2.375,1920.0x804.0,4073,124.87196907407407
184,//nubian/archives/movies/movies/Action & Adventure/Geo Storm [PG-13].mp4,Geo Storm [PG-13].mp4,Geo Storm,,PG-13,700x400,1.75,720.0x360.0,656,109.11511703703704
185,//nubian/archives/movies/movies/Action & Adventure/Aliens (1986) [CF].mp4,Aliens (1986) [CF].mp4,Aliens,1986,CF,700x300,2.3333333333333335,714.0x348.0,1226,149.67619333333332
186,//nubian/archives/movies/movies/Action & Adventure/Van Helsing (2004) [PG-13].m4v,Van Helsing (2004) [PG-13].m4v,Van Helsing,2004,PG-13,1900x1000,1.9,1920.0x1040.0,5814,131.63219481481482
187,//nubian/archives/movies/movies/Action & Adventure/Prisoners [R].m4v,Prisoners [R].m4v,Prisoners,,R,700x400,1.75,720.0x384.0,1137,145.7691025925926
188,//nubian/archives/movies/movies/Action & Adventure/Jack Reacher [PG-13].m4v,Jack Reacher [PG-13].m4v,Jack Reacher,,PG-13,1900x800,2.375,1920.0x816.0,2048,130.40597013888888
189,//nubian/archives/movies/movies/Action & Adventure/Spider-Man Far From Home (2019) [PG-13].m4v,Spider-Man Far From Home (2019) [PG-13].m4v,Spider-Man Far From Home,2019,PG-13,1900x800,2.375,1920.0x804.0,3653,129.39593296296297
190,"//nubian/archives/movies/movies/Action & Adventure/Great Escape, The (1963) [PG].m4v","Great Escape, The (1963) [PG].m4v","Great Escape, The",1963,PG,500x400,1.25,480.0x368.0,944,171.93346875
191,//nubian/archives/movies/movies/Action & Adventure/X-Men 1 [PG-13].mp4,X-Men 1 [PG-13].mp4,X-Men 1,,PG-13,600x400,1.5,640.0x368.0,1226,104.32032722222222
192,"//nubian/archives/movies/movies/Action & Adventure/Ant Man and The Wasp, The (2018) [PG-13].mp4","Ant Man and The Wasp, The (2018) [PG-13].mp4","Ant Man and The Wasp, The",2018,PG-13,700x400,1.75,720.0x360.0,575,118.10757277777778
193,//nubian/archives/movies/movies/Action & Adventure/Legend [PG].m4v,Legend [PG].m4v,Legend,,PG,700x400,1.75,708.0x360.0,859,113.4545911111111
194,//nubian/archives/movies/movies/Action & Adventure/I Am Legend [PG-13].m4v,I Am Legend [PG-13].m4v,I Am Legend,,PG-13,700x500,1.4,720.0x480.0,759,100.43118666666666
195,//nubian/archives/movies/movies/Action & Adventure/Venom Let There Be Carnage (2021) [PG-13].m4v,Venom Let There Be Carnage (2021) [PG-13].m4v,Venom Let There Be Carnage,2021,PG-13,1900x1000,1.9,1920.0x1036.0,1891,97.3006753703704
196,"//nubian/archives/movies/movies/Action & Adventure/Matrix, The (1999) [Edited].m4v","Matrix, The (1999) [Edited].m4v","Matrix, The",1999,Edited,1900x800,2.375,1918.0x796.0,3728,135.95625
197,//nubian/archives/movies/movies/Action & Adventure/Ronin [R].m4v,Ronin [R].m4v,Ronin,,R,600x300,2.0,640.0x272.0,1443,121.30799201388889
198,//nubian/archives/movies/movies/Action & Adventure/Jumanji Welcome To The Jungle [PG-13].m4v,Jumanji Welcome To The Jungle [PG-13].m4v,Jumanji Welcome To The Jungle,,PG-13,700x400,1.75,720.0x360.0,799,119.04934685185187
199,"//nubian/archives/movies/movies/Action & Adventure/Kingdom, The [CF].m4v","Kingdom, The [CF].m4v","Kingdom, The",,CF,700x400,1.75,720.0x364.0,683,106.40518777777778
200,//nubian/archives/movies/movies/Action & Adventure/Sergeant York [PG].m4v,Sergeant York [PG].m4v,Sergeant York,,PG,600x500,1.2,640.0x478.0,1819,134.07616444444446
201,//nubian/archives/movies/movies/Action & Adventure/Transporter 2 [R].m4v,Transporter 2 [R].m4v,Transporter 2,,R,700x400,1.75,720.0x368.0,970,87.63615944444444
202,//nubian/archives/movies/movies/Action & Adventure/Beverly Hills Cop 3 (1994) [R].m4v,Beverly Hills Cop 3 (1994) [R].m4v,Beverly Hills Cop 3,1994,R,600x300,2.0,624.0x336.0,650,99.93322277777777
203,//nubian/archives/movies/movies/Action & Adventure/Predator 2 (1990) [R].avi,Predator 2 (1990) [R].avi,Predator 2,1990,R,600x300,2.0,640.0x336.0,670,103.588
204,//nubian/archives/movies/movies/Action & Adventure/Mad Max Beyond Thunderdome (1985) [PG-13].m4v,Mad Max Beyond Thunderdome (1985) [PG-13].m4v,Mad Max Beyond Thunderdome,1985,PG-13,700x300,2.3333333333333335,712.0x348.0,1031,106.87259962962962
205,//nubian/archives/movies/movies/Action & Adventure/Terminator 2 - Judgement Day (1991) [Edited].m4v,Terminator 2 - Judgement Day (1991) [Edited].m4v,Terminator 2 - Judgement Day,1991,Edited,1900x800,2.375,1918.0x816.0,4948,135.5625
206,//nubian/archives/movies/movies/Action & Adventure/Congo (1995) [PG-13].m4v,Congo (1995) [PG-13].m4v,Congo,1995,PG-13,700x500,1.4,712.0x480.0,1108,108.21685851851852
207,//nubian/archives/movies/movies/Action & Adventure/Pirates of the Caribbean 5- Dead Men Tell No Tales [PG-13].m4v,Pirates of the Caribbean 5- Dead Men Tell No Tales [PG-13].m4v,Pirates of the Caribbean 5- Dead Men Tell No Tales,,PG-13,700x400,1.75,720.0x360.0,984,129.11579222222224
208,//nubian/archives/movies/movies/Action & Adventure/X-Men Apocalypse (2016) [PG-13].mp4,X-Men Apocalypse (2016) [PG-13].mp4,X-Men Apocalypse,2016,PG-13,700x400,1.75,720.0x360.0,870,143.9389338888889
209,//nubian/archives/movies/movies/Action & Adventure/Terminator 3- Rise of the Machines (2003) [Edited].m4v,Terminator 3- Rise of the Machines (2003) [Edited].m4v,Terminator 3- Rise of the Machines,2003,Edited,1900x800,2.375,1920.0x788.0,2767,108.25
210,//nubian/archives/movies/movies/Action & Adventure/Mass Effect - Paragon Lost [PG-13].m4v,Mass Effect - Paragon Lost [PG-13].m4v,Mass Effect - Paragon Lost,,PG-13,600x400,1.5,624.0x352.0,540,94.39012888888888
211,"//nubian/archives/movies/movies/Action & Adventure/Incredible Hulk, The (2008) [PG-13].m4v","Incredible Hulk, The (2008) [PG-13].m4v","Incredible Hulk, The",2008,PG-13,700x300,2.3333333333333335,720.0x306.0,714,112.55063240740742
212,//nubian/archives/movies/movies/Action & Adventure/Soldier (1998) [Edited].m4v,Soldier (1998) [Edited].m4v,Soldier,1998,Edited,1900x800,2.375,1920.0x800.0,2509,98.54652777777778
213,//nubian/archives/movies/movies/Action & Adventure/Matrix Reloaded (2003) [Edited].m4v,Matrix Reloaded (2003) [Edited].m4v,Matrix Reloaded,2003,Edited,1900x800,2.375,1920.0x796.0,3638,137.76944444444445
214,//nubian/archives/movies/movies/Action & Adventure/Avengers - Age Of Ultron (2015) [PG-13].m4v,Avengers - Age Of Ultron (2015) [PG-13].m4v,Avengers - Age Of Ultron,2015,PG-13,1900x800,2.375,1920.0x804.0,3967,141.31269907407406
215,"//nubian/archives/movies/movies/Action & Adventure/Last Samuri, The [CF].m4v","Last Samuri, The [CF].m4v","Last Samuri, The",,CF,700x400,1.75,710.0x358.0,1018,152.27823722222223
216,//nubian/archives/movies/movies/Action & Adventure/James Bond 09 The Man with the Golden Gun [PG].mp4,James Bond 09 The Man with the Golden Gun [PG].mp4,James Bond 09 The Man with the Golden Gun,,PG,500x300,1.6666666666666667,480.0x256.0,592,124.7221701388889
217,//nubian/archives/movies/movies/Action & Adventure/Mission Impossible - Dead Reckoning Part One (2023) [PG-13].m4v,Mission Impossible - Dead Reckoning Part One (2023) [PG-13].m4v,Mission Impossible - Dead Reckoning Part One,2023,PG-13,1900x800,2.375,1920.0x804.0,5161,163.42993296296297
218,//nubian/archives/movies/movies/Action & Adventure/Outlaw Josey Wales (1976) [PG].m4v,Outlaw Josey Wales (1976) [PG].m4v,Outlaw Josey Wales,1976,PG,700x400,1.75,720.0x366.0,1317,135.85822222222222
219,//nubian/archives/movies/movies/Action & Adventure/Marvel One Shot - Agent Carter (2013).m4v,Marvel One Shot - Agent Carter (2013).m4v,Marvel One Shot - Agent Carter,2013,,1900x800,2.375,1920.0x800.0,303,15.491169814814814
220,//nubian/archives/movies/movies/Action & Adventure/Rescue Dawn [PG-13].m4v,Rescue Dawn [PG-13].m4v,Rescue Dawn,,PG-13,600x300,2.0,600.0x320.0,1978,125.3495298611111
221,//nubian/archives/movies/movies/Action & Adventure/Jason Bourne (2016) [PG-13].m4v,Jason Bourne (2016) [PG-13].m4v,Jason Bourne,2016,PG-13,700x400,1.75,720.0x360.0,760,123.20961407407408
222,"//nubian/archives/movies/movies/Action & Adventure/Expendables, The (2010)[R].m4v","Expendables, The (2010)[R].m4v","Expendables, The",2010,R,700x400,1.75,720.0x356.0,546,103.47851407407408
223,//nubian/archives/movies/movies/Action & Adventure/Scarface [CF].m4v,Scarface [CF].m4v,Scarface,,CF,700x400,1.75,720.0x362.0,1033,149.10506722222223
224,//nubian/archives/movies/movies/Action & Adventure/Scorpion King 2 [CF].m4v,Scorpion King 2 [CF].m4v,Scorpion King 2,,CF,700x500,1.4,720.0x480.0,864,106.87343333333334
225,//nubian/archives/movies/movies/Action & Adventure/Willow [PG].mp4,Willow [PG].mp4,Willow,,PG,500x200,2.5,480.0x208.0,592,125.70444131944444
226,//nubian/archives/movies/movies/Action & Adventure/Jurassic Park [PG-13].m4v,Jurassic Park [PG-13].m4v,Jurassic Park,,PG-13,700x500,1.4,714.0x464.0,1168,126.47607185185184
227,//nubian/archives/movies/movies/Action & Adventure/James Bond 19 The World is Not Enough [PG-13].mp4,James Bond 19 The World is Not Enough [PG-13].mp4,James Bond 19 The World is Not Enough,,PG-13,500x200,2.5,480.0x208.0,569,127.84928298611112
228,//nubian/archives/movies/movies/Action & Adventure/Total Recall (2012) [PG-13].m4v,Total Recall (2012) [PG-13].m4v,Total Recall,2012,PG-13,700x300,2.3333333333333335,720.0x304.0,1346,130.27054796296295
229,//nubian/archives/movies/movies/Action & Adventure/Tremors 4 The Legend Begins (2004) [PG-13].m4v,Tremors 4 The Legend Begins (2004) [PG-13].m4v,Tremors 4 The Legend Begins,2004,PG-13,700x500,1.4,720.0x460.0,1176,101.0078511111111
